id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
164583,6,0,500mb,medium,12,2018-09-03,Fiber,Peak Performers
164584,3,0,2Gig,medium,38,2025-03-19,Fiber,Settled Simplifiers
164585,9,0,Copper,medium,24,2024-04-19,Copper,Foolproof Followers
164586,9,0,1Gig,heavy,13,2022-10-08,Fiber,Settled Simplifiers
164587,8,0,500mb,light,100,2025-07-24,Fiber,Foolproof Followers
164588,8,0,1Gig,heavy,79,2023-12-19,Fiber,Budget Balancers
164589,2,0,5Gig,medium,115,2017-01-01,Fiber,Budget Balancers
164590,8,0,1Gig,heavy,80,2019-04-18,Fiber,Budget Balancers
164591,3,0,5Gig,heavy,27,2023-01-05,Fiber,Settled Simplifiers
164592,8,0,1Gig,light,11,2020-07-15,Fiber,Settled Simplifiers
164593,10,0,1Gig,medium,33,2023-04-01,Fiber,Foolproof Followers
164594,6,0,1Gig,medium,74,2024-04-24,Fiber,Peak Performers
164595,10,0,1Gig,medium,78,2021-09-01,Fiber,Settled Simplifiers
164596,7,0,1Gig,medium,90,2018-02-10,Fiber,Budget Balancers
164597,1,0,2Gig,medium,77,2022-10-06,Fiber,Settled Simplifiers
164598,2,0,500mb,medium,100,2023-09-02,Fiber,Foolproof Followers
164599,3,0,1Gig,light,1,2016-06-01,Fiber,Settled Simplifiers
164600,7,0,500mb,medium,67,2024-05-16,Fiber,Peak Performers
164601,3,0,2Gig,medium,70,2018-08-09,Fiber,Foolproof Followers
164602,2,1,1Gig,medium,33,2021-05-20,Fiber,Settled Simplifiers
164603,8,0,500mb,heavy,60,2022-08-05,Fiber,Peak Performers
164604,10,0,1Gig,medium,34,2016-04-11,Fiber,Budget Balancers
164605,8,0,1Gig,heavy,14,2016-07-07,Fiber,Foolproof Followers
164606,6,0,1Gig,medium,23,2019-02-17,Fiber,Peak Performers
164607,9,0,500mb,heavy,113,2016-05-28,Fiber,Settled Simplifiers
164608,9,0,500mb,medium,34,2022-10-18,Fiber,Settled Simplifiers
164609,9,0,1Gig,heavy,118,2020-12-24,Fiber,Settled Simplifiers
164610,3,0,7Gig,medium,80,2017-06-03,Fiber,Settled Simplifiers
164611,8,0,2Gig,light,82,2021-01-25,Fiber,Settled Simplifiers
164612,10,0,5Gig,medium,3,2025-08-30,Fiber,Peak Performers
164613,10,0,2Gig,light,53,2016-10-07,Fiber,Peak Performers
164614,7,0,1Gig,heavy,110,2019-06-04,Fiber,Peak Performers
164615,4,0,1Gig,light,26,2022-06-04,Fiber,Peak Performers
164616,7,1,1Gig,medium,104,2018-08-14,Fiber,Settled Simplifiers
164617,5,0,5Gig,light,97,2021-08-25,Fiber,Peak Performers
164618,9,0,5Gig,light,99,2016-08-15,Fiber,Peak Performers
164619,5,0,7Gig,medium,108,2024-05-13,Fiber,Peak Performers
164620,5,0,1Gig,medium,10,2018-07-24,Fiber,Settled Simplifiers
164621,9,0,1Gig,heavy,2,2017-04-12,Fiber,Peak Performers
164622,1,0,1Gig,heavy,24,2019-06-03,Fiber,Settled Simplifiers
164623,3,0,500mb,heavy,99,2022-05-25,Fiber,Foolproof Followers
164624,1,0,1Gig,medium,93,2020-05-16,Fiber,Budget Balancers
164625,8,0,1Gig,medium,96,2022-10-20,Fiber,Settled Simplifiers
164626,2,0,1Gig,medium,11,2022-08-27,Fiber,Foolproof Followers
164627,4,0,500mb,light,55,2019-10-13,Fiber,Peak Performers
164628,2,0,500mb,medium,43,2020-07-07,Fiber,Peak Performers
164629,5,0,1Gig,heavy,68,2021-10-02,Fiber,Budget Balancers
164630,9,0,1Gig,medium,64,2022-09-28,Fiber,Settled Simplifiers
164631,7,0,2Gig,medium,118,2021-05-30,Fiber,Peak Performers
164632,10,0,7Gig,medium,61,2018-04-07,Fiber,Peak Performers
164633,8,0,5Gig,heavy,37,2016-01-08,Fiber,Settled Simplifiers
164634,7,0,Copper,medium,107,2019-04-09,Copper,Foolproof Followers
164635,6,0,Copper,medium,27,2017-08-04,Copper,Settled Simplifiers
164636,10,0,1Gig,medium,65,2016-10-23,Fiber,Settled Simplifiers
164637,7,0,1Gig,light,74,2022-03-01,Fiber,Settled Simplifiers
164638,5,0,Copper,medium,70,2020-12-10,Copper,Settled Simplifiers
164639,7,0,1Gig,medium,93,2025-07-05,Fiber,Foolproof Followers
164640,5,0,500mb,medium,44,2023-03-15,Fiber,Foolproof Followers
164641,7,0,7Gig,medium,20,2022-06-20,Fiber,Settled Simplifiers
164642,2,0,2Gig,light,74,2025-06-24,Fiber,Budget Balancers
164643,7,0,500mb,medium,40,2019-12-11,Fiber,Settled Simplifiers
164644,10,0,Copper,light,5,2018-12-27,Copper,Foolproof Followers
164645,6,0,500mb,light,22,2020-11-02,Fiber,Peak Performers
164646,2,0,500mb,medium,83,2020-09-25,Fiber,Settled Simplifiers
164647,3,0,1Gig,light,53,2022-11-21,Fiber,Settled Simplifiers
164648,9,0,Copper,light,118,2024-03-28,Copper,Peak Performers
164649,2,0,1Gig,light,8,2016-07-14,Fiber,Settled Simplifiers
164650,8,0,500mb,medium,38,2021-01-30,Fiber,Peak Performers
164651,1,0,1Gig,medium,38,2021-07-09,Fiber,Budget Balancers
164652,7,0,500mb,light,45,2017-05-21,Fiber,Foolproof Followers
164653,5,0,1Gig,heavy,70,2018-09-25,Fiber,Peak Performers
164654,2,0,1Gig,medium,54,2017-07-08,Fiber,Foolproof Followers
164655,4,0,500mb,light,102,2024-11-20,Fiber,Settled Simplifiers
164656,7,0,1Gig,light,93,2020-08-10,Fiber,Settled Simplifiers
164657,8,0,1Gig,medium,13,2023-08-13,Fiber,Peak Performers
164658,9,0,500mb,medium,41,2016-02-17,Fiber,Settled Simplifiers
164659,1,0,500mb,light,95,2021-06-21,Fiber,Settled Simplifiers
164660,4,0,1Gig,heavy,12,2025-05-29,Fiber,Peak Performers
164661,2,0,7Gig,light,31,2017-02-07,Fiber,Settled Simplifiers
164662,7,0,Copper,heavy,60,2025-10-01,Copper,Budget Balancers
164663,1,0,1Gig,light,20,2020-04-02,Fiber,Foolproof Followers
164664,2,0,Copper,medium,79,2016-04-16,Copper,Settled Simplifiers
164665,8,0,500mb,medium,115,2025-04-22,Fiber,Settled Simplifiers
164666,8,0,Copper,light,93,2018-02-14,Copper,Settled Simplifiers
164667,10,0,2Gig,heavy,12,2019-09-01,Fiber,Budget Balancers
164668,9,0,500mb,medium,98,2025-03-06,Fiber,Peak Performers
164669,5,0,1Gig,medium,113,2022-01-17,Fiber,Foolproof Followers
164670,1,0,1Gig,medium,8,2016-06-26,Fiber,Budget Balancers
164671,5,0,500mb,heavy,93,2021-06-16,Fiber,Foolproof Followers
164672,10,0,1Gig,light,73,2020-11-04,Fiber,Settled Simplifiers
164673,10,0,1Gig,medium,29,2016-10-26,Fiber,Peak Performers
164674,8,0,1Gig,medium,53,2019-07-02,Fiber,Peak Performers
164675,4,0,1Gig,medium,78,2016-12-09,Fiber,Budget Balancers
164676,2,0,2Gig,medium,69,2016-07-29,Fiber,Settled Simplifiers
164677,9,0,Copper,medium,29,2016-08-16,Copper,Foolproof Followers
164678,2,0,7Gig,light,52,2022-10-17,Fiber,Foolproof Followers
164679,2,0,500mb,medium,67,2024-11-16,Fiber,Budget Balancers
164680,7,0,500mb,light,117,2024-01-15,Fiber,Settled Simplifiers
164681,7,0,5Gig,light,48,2017-08-08,Fiber,Peak Performers
164682,7,0,500mb,medium,21,2022-08-11,Fiber,Peak Performers
164683,8,0,500mb,heavy,51,2022-07-01,Fiber,Peak Performers
164684,5,0,1Gig,medium,79,2017-08-22,Fiber,Peak Performers
164685,1,0,1Gig,light,29,2025-07-01,Fiber,Settled Simplifiers
164686,10,0,1Gig,medium,48,2017-04-02,Fiber,Settled Simplifiers
164687,4,0,500mb,medium,10,2021-05-26,Fiber,Peak Performers
164688,4,0,1Gig,medium,83,2022-08-11,Fiber,Foolproof Followers
164689,6,0,2Gig,medium,113,2017-04-23,Fiber,Settled Simplifiers
164690,1,0,Copper,medium,2,2024-04-30,Copper,Peak Performers
164691,2,0,1Gig,heavy,118,2022-06-20,Fiber,Budget Balancers
164692,1,0,1Gig,medium,85,2019-08-08,Fiber,Peak Performers
164693,6,0,1Gig,heavy,65,2016-11-22,Fiber,Settled Simplifiers
164694,1,0,Copper,light,113,2022-08-22,Copper,Settled Simplifiers
164695,10,0,500mb,light,69,2016-11-11,Fiber,Settled Simplifiers
164696,10,0,500mb,heavy,14,2024-10-24,Fiber,Settled Simplifiers
164697,7,0,1Gig,medium,44,2016-05-15,Fiber,Foolproof Followers
164698,4,0,500mb,medium,41,2021-06-01,Fiber,Foolproof Followers
164699,6,0,Copper,heavy,116,2023-04-08,Copper,Peak Performers
164700,10,0,5Gig,medium,97,2016-06-27,Fiber,Settled Simplifiers
164701,3,1,500mb,heavy,49,2022-09-08,Fiber,Settled Simplifiers
164702,2,0,1Gig,light,85,2017-07-23,Fiber,Peak Performers
164703,5,0,1Gig,heavy,24,2016-04-26,Fiber,Settled Simplifiers
164704,8,0,1Gig,light,87,2023-03-06,Fiber,Peak Performers
164705,4,0,1Gig,medium,6,2022-09-07,Fiber,Aspirational Adopters
164706,8,0,1Gig,heavy,39,2016-09-22,Fiber,Peak Performers
164707,7,0,1Gig,medium,40,2016-12-11,Fiber,Settled Simplifiers
164708,9,0,500mb,medium,111,2016-01-06,Fiber,Peak Performers
164709,7,0,Copper,medium,45,2025-03-08,Copper,Foolproof Followers
164710,9,0,1Gig,medium,23,2020-04-11,Fiber,Settled Simplifiers
164711,4,0,Copper,medium,13,2025-05-11,Copper,Foolproof Followers
164712,4,0,500mb,light,12,2020-04-16,Fiber,Foolproof Followers
164713,8,0,500mb,heavy,73,2016-12-09,Fiber,Settled Simplifiers
164714,4,0,500mb,medium,112,2017-10-07,Fiber,Settled Simplifiers
164715,1,0,500mb,heavy,108,2024-10-10,Fiber,Budget Balancers
164716,7,0,500mb,light,120,2019-09-15,Fiber,Aspirational Adopters
164717,9,0,1Gig,medium,120,2020-09-23,Fiber,Foolproof Followers
164718,4,0,7Gig,medium,27,2020-09-04,Fiber,Aspirational Adopters
164719,8,0,500mb,heavy,77,2024-12-20,Fiber,Settled Simplifiers
164720,7,0,1Gig,heavy,112,2018-09-24,Fiber,Settled Simplifiers
164721,1,0,500mb,heavy,103,2021-12-30,Fiber,Peak Performers
164722,9,0,500mb,light,50,2017-10-13,Fiber,Settled Simplifiers
164723,1,0,1Gig,light,109,2017-10-26,Fiber,Peak Performers
164724,1,0,7Gig,medium,106,2016-11-12,Fiber,Settled Simplifiers
164725,5,0,1Gig,light,17,2020-04-10,Fiber,Settled Simplifiers
164726,8,0,1Gig,light,32,2020-10-09,Fiber,Peak Performers
164727,9,0,500mb,medium,13,2019-08-15,Fiber,Budget Balancers
164728,4,0,1Gig,light,85,2024-09-25,Fiber,Foolproof Followers
164729,8,0,1Gig,light,4,2018-09-30,Fiber,Foolproof Followers
164730,6,0,1Gig,heavy,76,2021-01-11,Fiber,Peak Performers
164731,4,0,1Gig,medium,107,2021-04-23,Fiber,Foolproof Followers
164732,4,0,500mb,light,83,2024-02-14,Fiber,Settled Simplifiers
164733,5,0,500mb,medium,69,2024-04-08,Fiber,Aspirational Adopters
164734,7,0,500mb,light,39,2025-03-26,Fiber,Foolproof Followers
164735,2,0,500mb,heavy,92,2023-09-09,Fiber,Budget Balancers
164736,3,0,7Gig,light,7,2021-07-15,Fiber,Budget Balancers
164737,4,0,Copper,medium,86,2025-01-31,Copper,Settled Simplifiers
164738,9,0,1Gig,heavy,11,2019-04-08,Fiber,Settled Simplifiers
164739,5,0,500mb,heavy,114,2021-02-22,Fiber,Settled Simplifiers
164740,9,0,7Gig,heavy,8,2023-10-29,Fiber,Settled Simplifiers
164741,1,0,500mb,medium,65,2023-05-01,Fiber,Peak Performers
164742,6,0,1Gig,heavy,112,2018-03-13,Fiber,Foolproof Followers
164743,6,0,Copper,medium,69,2019-05-31,Copper,Peak Performers
164744,10,0,1Gig,heavy,75,2018-09-11,Fiber,Settled Simplifiers
164745,3,0,500mb,medium,19,2017-07-23,Fiber,Settled Simplifiers
164746,3,0,2Gig,light,37,2024-06-24,Fiber,Foolproof Followers
164747,8,0,500mb,medium,91,2019-07-14,Fiber,Settled Simplifiers
164748,7,0,1Gig,medium,87,2024-06-17,Fiber,Foolproof Followers
164749,4,0,2Gig,medium,37,2025-08-11,Fiber,Settled Simplifiers
164750,4,0,1Gig,heavy,35,2020-01-04,Fiber,Settled Simplifiers
164751,7,0,2Gig,heavy,79,2023-10-07,Fiber,Budget Balancers
164752,4,0,2Gig,light,60,2022-10-31,Fiber,Foolproof Followers
164753,10,0,500mb,medium,89,2025-05-26,Fiber,Foolproof Followers
164754,1,0,2Gig,light,5,2022-09-12,Fiber,Aspirational Adopters
164755,3,0,500mb,medium,81,2017-03-13,Fiber,Settled Simplifiers
164756,9,0,500mb,light,37,2016-05-13,Fiber,Settled Simplifiers
164757,3,0,500mb,heavy,78,2018-11-16,Fiber,Peak Performers
164758,1,0,500mb,medium,38,2019-06-18,Fiber,Settled Simplifiers
164759,3,0,Copper,heavy,10,2021-08-16,Copper,Settled Simplifiers
164760,7,0,500mb,medium,119,2021-10-28,Fiber,Aspirational Adopters
164761,4,0,500mb,heavy,105,2023-08-07,Fiber,Foolproof Followers
164762,2,0,500mb,heavy,104,2024-11-07,Fiber,Settled Simplifiers
164763,7,0,500mb,light,26,2024-08-31,Fiber,Foolproof Followers
164764,6,0,500mb,heavy,115,2022-01-16,Fiber,Settled Simplifiers
164765,2,0,1Gig,light,42,2017-07-27,Fiber,Settled Simplifiers
164766,9,0,500mb,medium,34,2020-08-13,Fiber,Settled Simplifiers
164767,2,0,1Gig,light,100,2020-12-18,Fiber,Settled Simplifiers
164768,7,0,500mb,medium,55,2023-11-07,Fiber,Settled Simplifiers
164769,2,0,1Gig,heavy,57,2025-01-14,Fiber,Peak Performers
164770,4,0,1Gig,heavy,66,2020-10-21,Fiber,Settled Simplifiers
164771,4,0,2Gig,medium,106,2020-03-22,Fiber,Peak Performers
164772,9,0,500mb,light,1,2022-09-04,Fiber,Peak Performers
164773,2,0,5Gig,medium,51,2020-02-17,Fiber,Budget Balancers
164774,6,0,500mb,medium,27,2017-02-07,Fiber,Settled Simplifiers
164775,2,0,1Gig,light,96,2018-01-16,Fiber,Settled Simplifiers
164776,5,0,500mb,medium,52,2016-05-14,Fiber,Peak Performers
164777,10,0,500mb,medium,63,2018-04-11,Fiber,Settled Simplifiers
164778,3,0,500mb,light,70,2017-02-14,Fiber,Settled Simplifiers
164779,1,0,500mb,medium,29,2020-05-07,Fiber,Peak Performers
164780,10,0,1Gig,medium,56,2016-07-25,Fiber,Settled Simplifiers
164781,4,0,500mb,medium,114,2020-08-13,Fiber,Settled Simplifiers
164782,2,0,500mb,light,66,2023-08-04,Fiber,Settled Simplifiers
164783,5,0,1Gig,heavy,79,2022-10-14,Fiber,Settled Simplifiers
164784,1,0,500mb,medium,8,2023-04-07,Fiber,Settled Simplifiers
164785,4,0,1Gig,heavy,23,2019-02-17,Fiber,Budget Balancers
164786,9,0,5Gig,light,77,2019-05-29,Fiber,Foolproof Followers
164787,7,0,5Gig,medium,52,2016-07-07,Fiber,Budget Balancers
164788,2,0,1Gig,heavy,19,2021-02-14,Fiber,Settled Simplifiers
164789,4,0,1Gig,medium,33,2024-01-22,Fiber,Budget Balancers
164790,5,0,500mb,heavy,71,2019-10-27,Fiber,Settled Simplifiers
164791,2,0,7Gig,medium,91,2024-10-29,Fiber,Foolproof Followers
164792,9,0,7Gig,medium,5,2025-06-20,Fiber,Settled Simplifiers
164793,4,0,500mb,medium,28,2023-09-15,Fiber,Settled Simplifiers
164794,4,0,1Gig,medium,31,2023-08-03,Fiber,Aspirational Adopters
164795,4,0,Copper,medium,34,2024-02-28,Copper,Settled Simplifiers
164796,3,0,7Gig,heavy,59,2021-03-29,Fiber,Budget Balancers
164797,5,0,1Gig,light,41,2023-04-17,Fiber,Settled Simplifiers
164798,7,0,1Gig,heavy,35,2016-07-24,Fiber,Settled Simplifiers
164799,8,1,1Gig,medium,97,2020-07-20,Fiber,Budget Balancers
164800,10,0,500mb,medium,47,2017-02-23,Fiber,Peak Performers
164801,9,0,1Gig,medium,104,2018-10-13,Fiber,Foolproof Followers
164802,10,0,2Gig,light,75,2018-12-19,Fiber,Peak Performers
164803,6,0,500mb,heavy,63,2025-09-16,Fiber,Peak Performers
164804,6,0,2Gig,medium,27,2016-05-20,Fiber,Peak Performers
164805,1,0,5Gig,heavy,63,2021-01-01,Fiber,Foolproof Followers
164806,1,0,500mb,light,96,2016-05-28,Fiber,Settled Simplifiers
164807,7,0,500mb,medium,64,2025-10-20,Fiber,Peak Performers
164808,7,1,7Gig,medium,81,2024-07-15,Fiber,Settled Simplifiers
164809,8,0,1Gig,medium,67,2018-08-24,Fiber,Foolproof Followers
164810,7,0,7Gig,light,106,2019-08-14,Fiber,Settled Simplifiers
164811,6,0,5Gig,medium,13,2017-11-15,Fiber,Settled Simplifiers
164812,9,0,500mb,heavy,113,2023-03-31,Fiber,Budget Balancers
164813,9,0,500mb,medium,73,2022-07-29,Fiber,Budget Balancers
164814,8,0,1Gig,medium,82,2018-07-25,Fiber,Foolproof Followers
164815,6,0,500mb,heavy,95,2022-05-22,Fiber,Peak Performers
164816,2,0,500mb,heavy,79,2024-07-09,Fiber,Aspirational Adopters
164817,9,0,500mb,light,84,2023-10-23,Fiber,Budget Balancers
164818,9,0,500mb,heavy,68,2019-04-05,Fiber,Peak Performers
164819,3,0,500mb,medium,20,2016-12-04,Fiber,Peak Performers
164820,7,0,2Gig,medium,75,2019-09-16,Fiber,Peak Performers
164821,5,0,1Gig,light,24,2023-08-21,Fiber,Settled Simplifiers
164822,8,0,1Gig,light,49,2017-02-21,Fiber,Settled Simplifiers
164823,10,0,1Gig,medium,30,2020-09-06,Fiber,Settled Simplifiers
164824,1,0,7Gig,heavy,23,2022-03-05,Fiber,Settled Simplifiers
164825,5,0,1Gig,medium,82,2021-05-03,Fiber,Foolproof Followers
164826,10,0,Copper,heavy,24,2019-01-18,Copper,Foolproof Followers
164827,8,0,500mb,medium,29,2018-03-10,Fiber,Foolproof Followers
164828,7,0,500mb,medium,88,2016-07-23,Fiber,Aspirational Adopters
164829,7,1,500mb,heavy,118,2016-07-23,Fiber,Foolproof Followers
164830,8,1,500mb,heavy,6,2024-03-18,Fiber,Aspirational Adopters
164831,6,0,1Gig,heavy,15,2020-02-18,Fiber,Settled Simplifiers
164832,10,0,500mb,medium,38,2025-05-11,Fiber,Peak Performers
164833,2,0,Copper,light,57,2022-05-08,Copper,Settled Simplifiers
164834,8,0,1Gig,heavy,2,2022-07-14,Fiber,Foolproof Followers
164835,5,0,1Gig,medium,30,2023-04-25,Fiber,Settled Simplifiers
164836,6,0,500mb,light,102,2024-08-20,Fiber,Aspirational Adopters
164837,3,0,1Gig,medium,78,2022-03-16,Fiber,Budget Balancers
164838,4,0,500mb,light,103,2024-08-27,Fiber,Settled Simplifiers
164839,8,1,500mb,medium,111,2017-05-07,Fiber,Budget Balancers
164840,3,0,2Gig,medium,37,2022-01-31,Fiber,Peak Performers
164841,1,0,1Gig,medium,38,2021-06-18,Fiber,Foolproof Followers
164842,3,0,1Gig,medium,1,2016-09-04,Fiber,Settled Simplifiers
164843,9,0,7Gig,medium,30,2022-10-19,Fiber,Peak Performers
164844,1,0,Copper,heavy,72,2024-01-21,Copper,Settled Simplifiers
164845,5,0,1Gig,medium,3,2022-10-29,Fiber,Foolproof Followers
164846,2,0,Copper,light,46,2016-11-05,Copper,Foolproof Followers
164847,4,0,500mb,heavy,4,2021-07-11,Fiber,Settled Simplifiers
164848,3,0,500mb,heavy,66,2025-03-23,Fiber,Peak Performers
164849,6,0,7Gig,medium,43,2016-06-11,Fiber,Settled Simplifiers
164850,10,0,500mb,medium,23,2024-03-24,Fiber,Budget Balancers
164851,10,0,1Gig,medium,54,2023-01-28,Fiber,Settled Simplifiers
164852,7,0,500mb,medium,53,2016-02-07,Fiber,Peak Performers
164853,5,0,5Gig,medium,57,2025-10-01,Fiber,Peak Performers
164854,3,1,1Gig,medium,77,2019-05-16,Fiber,Settled Simplifiers
164855,6,0,500mb,medium,92,2020-06-20,Fiber,Aspirational Adopters
164856,1,0,5Gig,medium,10,2024-04-25,Fiber,Budget Balancers
164857,10,0,1Gig,medium,83,2016-07-11,Fiber,Peak Performers
164858,4,0,500mb,medium,6,2018-11-26,Fiber,Settled Simplifiers
164859,5,0,500mb,light,64,2016-04-30,Fiber,Budget Balancers
164860,2,0,1Gig,light,101,2025-06-01,Fiber,Budget Balancers
164861,7,0,500mb,medium,29,2025-02-21,Fiber,Settled Simplifiers
164862,8,0,1Gig,medium,39,2017-01-05,Fiber,Budget Balancers
164863,8,0,1Gig,medium,67,2022-05-21,Fiber,Foolproof Followers
164864,6,0,1Gig,heavy,94,2024-02-24,Fiber,Foolproof Followers
164865,1,0,5Gig,heavy,5,2024-11-13,Fiber,Settled Simplifiers
164866,7,0,500mb,medium,56,2016-01-21,Fiber,Foolproof Followers
164867,2,0,2Gig,heavy,85,2025-01-26,Fiber,Settled Simplifiers
164868,2,0,1Gig,medium,112,2016-09-01,Fiber,Settled Simplifiers
164869,8,0,500mb,medium,98,2025-07-18,Fiber,Budget Balancers
164870,10,0,2Gig,heavy,108,2017-09-07,Fiber,Aspirational Adopters
164871,5,0,1Gig,light,90,2025-08-30,Fiber,Settled Simplifiers
164872,4,0,1Gig,medium,63,2022-05-04,Fiber,Settled Simplifiers
164873,8,0,2Gig,medium,14,2023-09-12,Fiber,Foolproof Followers
164874,6,0,2Gig,medium,92,2020-04-11,Fiber,Settled Simplifiers
164875,5,0,1Gig,light,59,2024-07-11,Fiber,Settled Simplifiers
164876,10,0,500mb,heavy,88,2025-03-12,Fiber,Settled Simplifiers
164877,4,0,1Gig,medium,83,2019-07-31,Fiber,Foolproof Followers
164878,6,0,1Gig,heavy,78,2017-12-03,Fiber,Aspirational Adopters
164879,6,0,1Gig,medium,97,2023-05-20,Fiber,Peak Performers
164880,2,0,1Gig,medium,83,2021-08-16,Fiber,Peak Performers
164881,4,0,1Gig,heavy,34,2025-01-09,Fiber,Settled Simplifiers
164882,5,0,500mb,medium,13,2018-12-08,Fiber,Peak Performers
164883,6,0,1Gig,medium,40,2020-02-05,Fiber,Settled Simplifiers
164884,5,0,7Gig,light,91,2022-05-26,Fiber,Settled Simplifiers
164885,2,0,1Gig,medium,109,2017-12-31,Fiber,Budget Balancers
164886,8,0,500mb,medium,98,2018-06-18,Fiber,Peak Performers
164887,9,0,1Gig,light,6,2025-10-28,Fiber,Foolproof Followers
164888,9,0,500mb,medium,115,2018-09-08,Fiber,Peak Performers
164889,9,0,1Gig,medium,119,2017-06-02,Fiber,Peak Performers
164890,1,0,1Gig,medium,49,2018-01-26,Fiber,Settled Simplifiers
164891,7,0,2Gig,medium,82,2017-11-07,Fiber,Aspirational Adopters
164892,2,0,2Gig,medium,25,2016-01-08,Fiber,Foolproof Followers
164893,4,0,5Gig,light,52,2017-06-19,Fiber,Settled Simplifiers
164894,6,0,500mb,heavy,55,2018-08-06,Fiber,Peak Performers
164895,5,0,1Gig,heavy,119,2017-01-24,Fiber,Foolproof Followers
164896,9,0,Copper,medium,9,2024-12-07,Copper,Foolproof Followers
164897,10,0,2Gig,medium,44,2023-09-17,Fiber,Settled Simplifiers
164898,3,0,500mb,medium,64,2024-01-01,Fiber,Settled Simplifiers
164899,9,0,500mb,medium,4,2016-06-22,Fiber,Settled Simplifiers
164900,3,0,5Gig,light,37,2019-07-03,Fiber,Settled Simplifiers
164901,7,0,2Gig,heavy,70,2019-08-23,Fiber,Settled Simplifiers
164902,4,0,500mb,medium,30,2022-02-09,Fiber,Settled Simplifiers
164903,1,0,5Gig,medium,96,2020-01-29,Fiber,Foolproof Followers
164904,10,0,2Gig,medium,27,2021-06-03,Fiber,Settled Simplifiers
164905,6,0,7Gig,medium,30,2019-07-04,Fiber,Peak Performers
164906,7,0,2Gig,light,62,2018-08-17,Fiber,Foolproof Followers
164907,4,0,1Gig,medium,104,2023-03-25,Fiber,Settled Simplifiers
164908,6,0,1Gig,heavy,65,2016-12-23,Fiber,Settled Simplifiers
164909,1,0,500mb,heavy,31,2023-07-19,Fiber,Foolproof Followers
164910,4,0,500mb,heavy,93,2020-11-22,Fiber,Settled Simplifiers
164911,6,0,7Gig,medium,113,2024-01-16,Fiber,Peak Performers
164912,4,0,500mb,medium,10,2016-08-03,Fiber,Foolproof Followers
164913,10,0,1Gig,medium,22,2016-06-06,Fiber,Settled Simplifiers
164914,1,0,500mb,light,93,2021-07-30,Fiber,Peak Performers
164915,5,0,Copper,light,16,2021-08-26,Copper,Settled Simplifiers
164916,5,0,Copper,light,70,2019-02-02,Copper,Settled Simplifiers
164917,3,0,500mb,heavy,19,2019-02-22,Fiber,Settled Simplifiers
164918,4,0,Copper,medium,85,2023-11-02,Copper,Foolproof Followers
164919,1,0,500mb,light,66,2020-03-19,Fiber,Budget Balancers
164920,10,0,1Gig,heavy,36,2025-04-13,Fiber,Aspirational Adopters
164921,6,0,500mb,heavy,16,2025-03-30,Fiber,Peak Performers
164922,3,0,1Gig,medium,115,2024-10-05,Fiber,Peak Performers
164923,2,0,500mb,light,110,2018-06-10,Fiber,Foolproof Followers
164924,8,0,1Gig,medium,79,2017-10-24,Fiber,Settled Simplifiers
164925,6,0,500mb,medium,19,2020-04-29,Fiber,Peak Performers
164926,7,0,500mb,heavy,66,2019-05-28,Fiber,Budget Balancers
164927,3,0,1Gig,light,29,2022-10-27,Fiber,Peak Performers
164928,5,0,500mb,heavy,28,2019-07-25,Fiber,Aspirational Adopters
164929,3,0,2Gig,medium,109,2019-12-14,Fiber,Aspirational Adopters
164930,9,0,1Gig,heavy,16,2016-06-23,Fiber,Peak Performers
164931,4,0,500mb,heavy,68,2022-09-26,Fiber,Budget Balancers
164932,9,0,1Gig,medium,3,2021-04-07,Fiber,Settled Simplifiers
164933,6,0,500mb,medium,117,2022-01-03,Fiber,Settled Simplifiers
